30000 30000
7041 29920 5855
27000 29583 5740
19044 7754 20264
20537 22292 22808
9901 20745 5766
4960 9116 1375
18926 18944 14950
14074 4284 28567
608 24777 18310
28820 24575 7851
3421 8655 8968
825 11609 20271
5272 10114 5003
14423 22853 17401
6419 22818 8464
13251 29240 25832
4807 6134 9471
29308 17575 25139
7617 1853 19965
11204 17688 23960
22211 29570 11127
2978 24262 16812
5298 18306 9454
28953 28244 16193
15782 2931 341
6873 15905 24798
13592 17481 28182
6769 10430 2336
13101 26287 13781
1595 6765 26328
12088 7316 6756
392 21800 18269
9715 6141 14214
9536 8619 22967
26084 21622 13987
2227 12648 24879
18912 3575 22125
15580 15485 11793
14599 17061 5721
17814 28785 5117
16336 19264 21493
29852 4410 12142
27028 16426 12638
26599 16067 17308
28332 9435 2307
15266 20978 12422
18473 10001 4432
8665 4399 15036
11126 9955 13057
17472 16733 9659
1562 22163 2659
28299 4693 28320
12977 23927 24881
22207 15220 11129
13091 10916 8534
10001 7390 12343
20240 7226 27604
27185 22164 29738
11156 29833 3094
21842 781 18117
6410 24432 15865
18374 26984 11220
13000 23256 22384
17658 26100 21544
20770 6556 7819
24781 443 26555
26358 29272 16666
13917 24766 27392
26681 23258 21886
26256 9731 27002
15381 18472 16290
25203 23415 5755
23684 1626 1879
25766 16377 20315
19225 15880 10857
15229 5064 17159
488 14141 11909
14525 23981 4408
8523 10887 2487
9877 26723 21333
22492 25358 19787
16033 12463 6312
13860 29441 27262
1315 11932 22120
6617 8348 23295
6179 7183 26283
17327 28049 3273
75 29988 639
15901 11146 27200
19664 4022 10381
17744 19204 24971
23427 23626 2507
25489 15299 28128
28035 880 8896
2366 1549 22893
7146 21245 25515
3114 3424 15554
12368 1116 20086
1455 18545 4234
15553 10722 25961
1818 29058 13185
8899 20775 6572
15461 1952 23185
17628 29713 11745
16593 20845 20837
15297 12657 27624
18107 13463 25362
8803 9781 26096
21387 9031 1952
10897 14729 28730
16163 6754 148
19547 4951 8622
10330 27160 29242
9351 5371 22677
6219 26686 24500
29962 22499 26176
21192 7381 12434
2774 10786 13818
12955 18324 1323
16275 19586 5610
1357 26505 28504
5548 21435 7381
26182 2168 9798
21411 14350 1872
888 9908 26520
15144 26639 9067
13872 6357 24614
15888 29571 10385
10755 26472 13388
25705 16880 9479
2737 28674 18854
15883 25117 26049
1151 23672 27052
8460 28269 5157
1721 11662 13882
21028 26849 22725
22624 22338 24267
3643 20420 2302
20975 1776 9274
27557 23403 19660
18876 10498 14841
17600 7530 10821
20175 22855 25580
13669 2065 10318
5541 17924 10508
15697 22979 28856
1945 2116 6569
8492 23672 4222
27218 15865 18477
16591 10956 22274
28247 2776 7777
14151 12234 21188
20843 19776 17077
14848 19056 12565
3184 27891 6867
29671 19271 27373
6128 2942 11628
26074 9152 5642
5007 9015 12372
12357 17756 15058
12751 11898 24754
8926 13345 20610
6453 21712 8592
9500 13577 11410
29450 12302 20718
23001 13186 14583
14191 4813 982
7805 12842 29643
9786 12428 26692
16796 7162 6254
29920 10153 20294
19666 20926 11425
20030 27569 23109
78 13171 5598
17773 4704 9845
18905 4869 123
22522 11897 7639
29597 18582 5737
17843 10209 20900
13020 14441 12044
2894 5927 21852
20282 24913 7620
12859 4260 9173
27873 25520 26027
18637 27445 24356
323 26971 16071
29244 19836 28898
24881 533 20383
22976 5995 23950
6092 13314 8288
27768 10693 8664
27921 16713 12985
17151 19051 22481
15721 10314 8657
17508 6072 13516
20049 17550 6724
16789 17375 19137
538 26413 12535
7043 19734 7318
4702 20953 2790
16307 8668 16809
12010 14034 22258
23727 24212 17168
19304 25445 29818
2303 11441 26397
16973 17512 4692
2437 5728 7409
1034 27230 20447
16728 18337 10382
20914 28043 2206
8311 12035 1492
18582 18183 29872
9274 15761 28384
15273 6784 18961
3455 3634 26139
6069 7485 11772
25585 15802 29035
13365 22340 3236
5327 335 20385
19340 25335 15653
9659 14109 4641
937 18601 21736
19549 9448 6183
27386 10278 26744
22683 2352 8676
18857 21413 16082
14561 28523 22840
12915 2039 17874
26601 10132 405
29873 7212 21081
8838 27281 28591
9643 21519 22124
18556 20903 20160
6737 1831 23874
16954 6658 20334
7239 15445 13339
4024 4720 13386
26591 19540 3703
7803 13482 26224
18791 6527 10319
12962 11076 17525
19535 9391 11012
17918 2807 27017
2162 10928 18579
6905 13408 8293
3947 15753 29710
24463 7879 29135
1890 6339 6351
13277 5156 19452
17112 13227 28498
9057 8453 17343
27660 12308 14567
14443 4306 3192
29964 9791 28008
14371 7429 21112
28594 4860 1640
15376 2290 6090
22513 12163 1773
15005 25670 11117
6789 1242 9925
664 25072 8807
14599 16950 6355
5237 10868 21620
16428 17834 11259
28751 16630 19071
16811 6736 4294
13114 20194 10972
14191 23732 25382
28596 25924 6213
9720 9611 17836
26555 25231 17722
29008 25707 22115
9869 1259 17036
2730 5221 1062
24512 22895 24918
3801 5651 486
16447 29618 23058
2802 18140 27764
15503 3830 22243
5827 27789 16602
1616 8142 21398
4528 22274 7798
18057 28307 4118
9335 15710 24065
29770 11983 22468
19630 8730 16837
2017 19340 14348
17483 25574 9027
14627 18203 8936
15655 13074 14111
28161 17238 22457
8089 15547 15073
21507 22489 12218
28054 10904 3351
14232 12057 15371
26838 28917 16879
12056 16769 11215
21648 6412 19023
18561 24607 7690
28425 1365 5553
15693 9715 29949
3848 4761 18726
29505 22172 29680
20060 27792 4457
2212 17232 8840
26324 11734 22792
25850 24281 22313
10642 24198 29151
13163 21662 12170
6935 10671 13489
12828 16460 23163
25757 21836 20255
18151 1520 25536
18055 19818 26645
27770 7892 13780
15735 11556 20132
20751 16179 15352
24218 24031 7090
20008 20924 13729
19107 7271 18278
1439 21848 4012
4941 8962 19885
14356 25300 13333
17172 23882 12162
28223 27843 1203
1338 20041 5966
20572 28053 16491
17221 14800 22943
10366 22043 20862
28660 11430 9299
29615 8221 17938
7324 3916 24132
7219 7089 2112
16499 13317 6383
3892 3856 14995
24093 21947 12103
6937 14850 24355
1808 1894 2554
23793 25697 10925
12302 17657 24818
22630 15611 3359
3023 26378 25803
24339 21049 29029
25961 5486 24659
29369 6888 24441
9600 19522 8070
8577 23367 17386
1670 2377 7449
4179 9706 3210
24499 16695 5079
20820 298 6521
26267 4746 11780
21995 12747 23924
13638 8085 12044
7898 16304 1500
4111 5463 4048
27545 7741 27862
25425 7460 14937
14557 29240 3057
20801 3299 20270
27696 12693 21851
8872 23997 18510
24084 19666 24869
29917 1069 11012
18870 2554 10207
23401 25200 1125
23721 17536 9926
11457 27754 455
8060 6458 21702
9925 16718 22930
11617 19999 21867
15542 13918 27260
18150 544 9098
4381 15183 20271
14871 21853 7332
532 20972 18481
4826 4174 2782
23183 1969 21135
23551 7429 18157
24891 15149 2135
22592 12766 5996
28810 4814 29758
24453 29851 23843
24316 7521 4427
17343 29382 2652
21761 2507 4382
1850 10907 16551
7221 3726 25106
6947 5750 20974
21346 6227 11059
17365 11523 11547
29877 29862 10648
1801 29665 12699
24753 16618 29202
21480 26367 12055
23026 12045 16504
16706 14841 5927
27757 8095 25793
24792 25222 3572
4717 14512 22926
21230 17176 28588
7221 5777 25627
17667 29546 29671
14024 18694 13356
29247 15668 11506
6726 23949 23283
26222 7645 26914
7509 21980 29114
29327 15000 8814
4124 22336 17389
5662 8198 17905
3286 20401 8291
26786 13176 24481
5503 9308 12869
12536 1433 26567
11952 27059 13587
23703 491 13987
19199 628 16673
5013 15767 25129
4096 5982 662
21705 6847 12615
6268 14272 1992
4484 23632 17520
27853 1654 2899
11805 11317 3970
7581 13318 5476
6653 24212 17867
15362 28384 17532
29787 25280 27617
2029 188 385
11658 20827 22476
26477 29781 1502
9363 10469 18498
24250 3861 25728
20908 21518 16757
17085 20987 23193
2610 14633 8984
13499 23658 24063
21221 22824 19651
6694 28706 24393
11072 14735 25447
19383 4637 11476
6024 21326 23870
12268 27465 6751
18295 28515 9275
26915 29556 27958
28519 21441 19719
27136 28489 21743
12905 19962 29631
26134 16792 20851
16318 23769 11514
2254 11388 27395
26038 8858 21526
13710 15552 3265
7027 28656 5195
2556 24559 27520
16633 7541 17440
1625 3489 26137
2205 29463 13963
25999 2801 27211
18288 3020 3733
10791 19712 14441
5697 792 29511
7939 10301 28369
17882 9916 6292
1410 13918 18127
23145 7823 6150
24484 15157 6045
4833 10901 16354
22786 16234 2915
27206 19382 25860
21452 12483 4289
3160 10977 23728
19265 19794 21559
11708 21697 151
10940 17716 656
21470 8281 969
1565 21872 16966
18125 14404 24800
29466 26919 28314
1646 17013 24183
17401 8853 10439
1690 18894 17100
20168 28355 6066
16327 1109 20428
8423 16397 28912
20224 29959 28819
12942 10322 18287
25356 931 26273
25718 9713 6106
1535 9167 15552
25739 22523 5762
23135 20510 7393
1943 12403 14750
17956 648 16591
1243 8114 21653
1593 2017 17022
13639 29559 16140
22173 26990 20115
14898 12022 25861
529 18611 9819
14880 11330 11340
4090 17639 545
27036 23984 1489
15885 562 5856
22104 7713 19044
13132 16406 5756
15848 90 6281
7960 27899 20099
2776 14609 5697
26642 29110 21192
23928 28577 16923
20219 20197 17508
28013 13609 17211
14016 28128 15604
13448 10823 12593
6582 23836 9030
1280 9012 2100
12168 15609 27662
10162 25035 9546
1571 21597 11396
8389 7098 671
27544 5990 8386
8606 4280 15990
6239 469 9265
23090 18130 29997
19962 13018 14068
13693 24057 9905
18494 1247 16301
6641 371 19036
28189 25329 2851
14314 19574 8538
21729 6300 7176
6084 4774 3112
21342 10953 3715
9849 4362 17671
21602 29363 223
26095 6845 3525
8640 8492 8074
10674 14916 12395
10230 5236 16014
29377 7901 6975
28790 8975 22286
3797 22302 15178
14247 17566 4388
2304 12254 12760
9703 8698 28739
15640 29900 18176
13290 17825 14550
23249 20264 7596
26791 19260 11447
28351 12593 6315
2597 9175 3187
27306 2326 10301
21075 21568 14347
25317 12535 18485
2691 9550 24509
3380 2933 2889
11898 17407 18749
16321 11242 11350
4113 10616 25706
2933 11675 3449
23956 22759 1261
27034 2773 17307
10466 20171 3494
11713 17769 6556
9764 9541 16958
9632 18537 10662
22317 12733 29475
17953 4300 20458
24657 4177 1648
4491 9256 5784
27264 10542 2480
7987 21733 24726
2963 10913 20846
20630 17982 12686
4453 28886 23736
16530 12067 18136
19521 18479 23393
6677 9668 19019
3334 12384 13420
17183 1930 20780
15002 23267 29554
18809 17510 12581
17231 19930 10952
5984 2121 10807
27106 13026 19783
3926 22913 20411
25877 2401 18281
29861 970 9067
20220 19986 6797
8645 21754 12241
26214 16812 17528
748 29951 43
24910 7709 21093
15494 17815 29113
10704 6696 24420
19741 743 13856
7942 9118 21050
19599 3769 28372
16539 15953 27219
2246 26326 27742
25991 23466 23779
7894 29415 13247
9361 14129 26325
1090 13838 895
27212 19634 16922
5470 6714 8995
25888 29116 936
17887 6321 28417
16129 5411 11257
4155 22479 7724
21437 17736 12111
7856 1987 18603
12567 10172 16160
5864 22937 27973
5871 11347 2168
20860 7074 28
12649 5114 23908
8482 4769 15065
29702 15743 29462
29959 13231 112
8659 9669 12046
28806 25149 3557
8110 12161 23168
8411 13540 5606
18807 18684 12388
18839 125 853
7210 15676 6205
19944 25969 20782
9921 11155 18254
9242 26163 2634
16693 22182 4636
6863 2265 11260
19464 5231 17989
15301 19352 13166
16561 20621 21128
20581 17179 16129
2945 17744 15858
23685 18674 4527
19966 980 17610
14668 12660 28190
28123 1552 8490
17811 13211 8317
9751 22559 22006
23329 23704 5887
10121 7160 4105
8769 11797 7352
22693 25672 14161
13801 5344 19280
24672 14499 12757
17602 11240 3878
22075 22574 21174
17442 6378 29497
14880 23505 15670
29479 3204 22190
25420 11483 12596
6223 16879 10029
7933 7110 29271
11074 6588 3768
946 1560 15793
8939 4735 28308
5465 23417 26589
7110 8282 8040
4238 3760 22218
17175 27563 20636
5047 27274 26349
3104 15098 21211
10304 25168 10732
6174 13001 10779
16642 19331 24918
14986 9355 23711
3780 10593 15887
15682 16975 15532
21419 5175 14888
27700 23627 17027
6000 11133 15869
14223 28580 17410
25253 23122 22724
26802 17474 15395
7741 13031 29167
18380 21019 4497
25553 27287 21919
19384 10092 13722
18776 9532 25280
20810 4445 9277
29148 19220 3632
5680 29787 4156
16960 6322 7387
26147 1882 21544
27254 4919 18721
12420 3631 15495
24373 27982 6607
3402 27325 18655
27262 10530 5079
29985 4241 23089
15686 23812 14411
5946 13435 20625
11073 22243 24556
10418 15217 23997
23833 26983 20044
8752 8757 11581
801 13401 16108
20633 11204 19468
9918 17683 8841
6249 29276 25155
18145 5894 13730
1903 10376 2521
28309 4082 16152
25016 11175 24817
5500 29820 4784
181 27990 12498
18050 19749 17364
26672 26068 13140
14943 4131 18906
2694 13409 1645
593 19466 3862
17204 22865 14899
7815 22835 9976
15143 1707 2951
6323 10666 11550
15333 4601 24923
20446 23328 17196
10238 6556 22564
12789 14135 11148
19970 5604 8705
24851 19630 652
959 7048 18385
18375 10820 28813
14050 20058 24897
24819 10553 15558
16969 24705 15297
18823 12262 21775
4360 14207 27667
17471 668 14967
19362 23172 19867
28973 28069 1598
2572 3733 22925
24978 4410 17071
10990 24392 18995
1656 20372 17884
28249 4206 5008
11013 11394 9910
24010 25951 6725
29954 13522 26134
1956 4554 17038
12636 5141 14977
10727 12678 13250
2632 25892 17598
8279 11072 25015
10781 24057 9512
26423 1141 22390
14890 10889 24794
16909 25561 12487
27605 20925 8822
8711 26875 20589
24349 22758 19088
15703 16965 8742
20605 12962 12315
12597 8467 19683
29853 5118 22175
6568 26171 20343
11401 23974 12843
5470 17538 800
3083 8437 2402
3575 22821 22110
9927 8081 14455
16331 4690 29279
14413 16636 2330
9360 4364 2678
14649 20618 14281
9918 1475 19248
4583 17688 26289
6611 1962 17032
3438 5408 22025
11203 12189 28693
863 15264 4130
11919 27269 12023
24242 10807 7545
15679 26164 8265
20967 17290 1228
3889 18198 22072
12272 12600 23916
631 22654 23072
25868 7540 24295
12971 8123 7924
21194 10682 19680
7022 16573 24785
6554 18947 23010
28407 15042 26324
17642 8013 29258
27295 17829 29021
24560 20711 9267
7901 6709 17517
180 28720 17318
22846 22532 18564
22953 15900 26675
663 24323 19006
17539 7990 16008
9366 7725 18497
18426 20804 16285
737 24790 14473
6798 14641 9842
3794 26251 14495
3741 20323 27930
23210 14593 7562
17183 4629 10344
23659 8613 20960
828 16332 8287
22335 14522 26013
12761 865 21608
6699 27982 1092
2495 3992 23620
26557 25172 2766
14109 2584 29350
3498 14932 3560
3024 17421 24728
25344 14120 12072
8631 13579 5945
5141 19535 19967
8671 23855 15658
9854 10628 14701
29997 20730 25108
11765 14399 10954
12862 5368 27498
23295 18649 22471
6272 1034 3193
12250 18055 3383
7882 3925 22030
23217 22992 2531
25487 15303 23428
27237 6675 13870
7707 16907 2601
21833 14342 23939
23781 9177 5619
25165 22311 27056
1262 13480 12730
9486 16291 28748
445 25434 16098
477 15089 26929
25102 12728 7119
27518 19180 13639
19023 9405 25484
12066 28098 19504
11690 8662 19603
3861 4568 12276
12914 225 29403
3996 21907 23005
23401 25222 22412
17884 6520 13403
12846 21567 8902
1697 12927 2707
13564 10079 22371
24752 26464 18630
1813 25235 29554
3480 27019 16394
8463 4953 26995
28057 9838 6674
21514 24063 10322
20709 19241 26462
27203 4166 13171
29738 21136 16288
2737 11732 28088
6256 14364 13671
25759 15946 7700
27080 27076 22172
12813 29266 28409
17076 28564 6844
14709 11591 24543
18577 20562 3429
25499 26429 22526
25605 9322 10103
221 24056 17078
10978 3781 14829
21482 22312 3310
20063 1779 10718
28413 22961 1476
3902 965 6295
28521 26214 8468
29698 27096 4453
8924 17109 27274
22784 27238 18354
11794 21077 21557
11105 19664 13383
9521 14420 23688
20630 22226 27712
2040 16876 12182
9374 27853 22796
23915 10401 27501
29542 4143 24508
2400 17864 28451
15130 11453 20090
10830 22648 11814
26293 2279 21675
28338 19623 29800
26266 5744 28750
27528 19947 29418
25235 24944 19283
20946 11491 23053
5390 11518 6297
10932 17218 18587
28353 11943 18576
20379 16497 19452
7156 14415 28662
21637 1786 5114
28562 15568 4930
653 12595 3345
19671 6226 27434
29073 2855 16929
17107 23284 22443
24886 13445 5371
22399 14755 3274
1721 22825 17633
29806 29189 21548
9910 8500 9573
20908 23716 22786
29665 8020 11394
15609 26986 5198
20309 29257 7464
22208 12415 16583
911 17703 11230
7148 19819 3988
17916 13165 751
18344 29411 9472
1069 25203 1030
11682 28361 9924
16163 18368 9044
12415 19350 6096
21423 21160 21316
21926 2523 18956
7675 145 29042
28197 3593 22491
19583 16263 7983
15993 17323 17832
21436 23746 28967
1206 3442 517
73 5721 8594
23068 2408 3183
19337 24356 22808
5732 27717 11066
22151 18354 15005
24528 17938 21736
20102 25175 949
10668 17028 28380
834 3154 29387
8595 7369 21168
27763 14499 11782
15585 18994 19730
21356 10100 6709
24193 9827 29703
22778 17085 4007
13186 24006 29005
12699 9943 20124
22471 6043 20820
25075 22614 24949
2944 10544 14631
16433 16493 29294
22830 24636 7969
7967 24921 7145
2509 16862 12690
17528 28932 16586
12429 29141 15341
26528 27994 5498
24396 19520 11215
22813 4000 7978
19869 2492 25331
29852 12424 19529
4980 15530 6635
18228 5218 24136
11841 2143 9023
11572 9037 9820
3366 28679 21405
14300 14594 26700
17565 24563 18106
29452 29658 21204
469 10337 16163
6911 9023 19828
600 7341 9424
6580 21950 6003
2459 2255 15457
3690 2824 20230
6114 13432 11062
8174 2798 2958
8135 28896 20605
1784 23402 26166
5853 13248 3622
4923 12389 25335
10422 17257 24503
12688 12115 12272
14785 8015 25143
25032 6863 15827
6768 19948 2314
27222 21651 4233
12820 29677 24821
15081 16063 6690
5320 11988 20365
27392 29175 5565
2681 18137 11761
1958 14214 22432
12186 17097 10042
7024 11708 11116
14674 21740 17091
21267 10883 17771
26476 4443 10442
9660 14195 28071
3642 29638 20511
17541 27303 468
25839 23073 16139
2960 5450 19800
16541 2633 13273
409 5667 21080
19140 4271 15650
15214 5868 16063
19153 25540 10764
22047 28649 21437
26558 9514 4722
12131 15564 5721
11265 28201 14914
24614 22175 8571
17871 17287 4401
29403 2889 24771
939 28784 20920
26154 11617 14537
4789 11700 16284
14629 18433 12433
29273 20909 24741
12730 24424 24493
8191 9897 4426
2829 17243 18095
26223 11070 28806
25292 1988 28293
20134 14560 7858
9495 9718 2344
21472 14172 10069
28757 28412 15218
4008 16525 20375
6108 27312 22218
8019 8329 23831
1338 10912 4943
18972 19111 15272
19392 28868 1569
3757 6061 27090
12318 26972 5485
28221 28368 5033
22498 16610 8830
7124 24721 7148
12391 13558 322
24014 6750 8977
14569 14680 8419
405 29159 25264
2093 19021 1513
321 20113 26939
25099 20905 1304
21500 19293 11572
16059 9018 11
28413 2269 2637
6830 29371 15527
27202 14978 910
13887 14395 29294
8219 28172 27421
4741 14470 24855
7995 12519 4399
6772 26215 19599
22975 6258 22812
13020 5090 22812
8847 28991 27207
26535 2189 4215
11002 4513 13862
23529 28507 9387
17282 25459 8049
25796 27533 11369
19310 9041 1753
24844 18816 7565
22533 10131 16260
7349 7107 26858
2218 17492 13631
10247 14581 27122
8512 6323 13335
4232 1748 8008
23830 29042 24597
14295 5221 12899
4606 26760 19135
27522 11229 14183
15961 14473 17314
5014 19337 4623
4313 11056 19783
10623 29481 19225
25701 28208 4490
20068 4062 5499
12141 28915 8980
15604 28211 3010
15241 19391 1976
28070 774 8710
14687 17915 4415
22977 25285 22789
2691 15195 8780
12267 24557 8886
11904 21848 15675
6579 7732 7467
7471 27085 6272
25240 1923 2738
9154 10600 9765
13765 15572 7699
69 25539 24014
29625 8812 11005
4217 7602 9130
20871 25641 28802
8939 15271 5638
11749 27721 1208
1917 29314 20286
19439 27371 6647
3847 2588 2248
15212 14955 23872
13863 15708 17046
22954 20497 23609
2854 19106 26372
9281 17526 6570
554 25135 27714
14674 20073 5320
18701 7366 15885
28336 3291 25427
27212 901 18313
2109 28321 26402
26303 4271 4734
27975 27836 14210
1139 25774 3106
5069 20628 9653
13792 2203 7423
23704 27054 25765
20879 18919 4094
29854 19190 13255
3790 8278 26955
26534 10028 2664
9224 597 29283
12117 20008 12752
19724 28104 14362
9771 9105 5518
14839 20410 24990
7422 3980 24352
11941 20494 14413
962 5994 14849
5192 21494 3546
5564 2767 5433
25502 3433 21241
17604 29613 7440
16053 22948 17181
27646 26606 16432
27523 20785 82
16352 18820 11131
7577 28756 19829
8236 2797 151
23776 11987 13849
2444 22373 13812
10656 15882 25571
13902 28333 25963
18471 20366 113
12144 8120 21588
26165 4554 17782
27040 625 10945
2235 22579 2213
13061 29821 4410
9028 29 6800
19080 21779 29670
11965 26328 10970
25264 21763 10907
19260 17720 3847
13157 2623 22099
3148 20109 15309
28523 1169 6858
11701 8411 28732
12857 12286 19303
26713 18369 29299
21346 15081 1334
11699 27063 27659
17931 9412 7079
6678 6629 21631
21594 7687 29319
21016 21039 13739
18056 24501 28260
12391 16037 4161
29607 10899 20784
23661 13101 4514
24897 7552 10411
9189 14165 9503
24830 23239 24033
26707 5567 16670
21794 1491 24142
26501 15278 6689
23144 29031 7996
29303 12903 15131
9538 29651 25394
6597 28643 19895
16262 6716 11816
2530 27300 9709
3906 14718 7399
15712 10093 655
5566 9686 3836
9617 5177 7037
207 12789 20111
3871 19847 16518
29328 6880 26021
8302 9941 11109
24127 18206 2121
5277 21137 6900
14558 4451 22426
19091 3402 2695
21659 20918 8952
14470 25532 8849
27239 25811 8818
4565 3520 18487
17140 2995 15761
26415 6564 11907
12611 24381 15178
1284 17582 13538
24103 14506 13911
3783 6178 24853
22051 27639 13388
11015 28126 20168
18274 18980 26467
13480 25926 20866
15137 3053 14286
27181 3007 21469
8182 19501 16307
1732 450 24039
17841 1860 17980
5342 171 2275
18844 213 5874
6680 23239 7504
4476 15986 3737
28506 21554 1505
3400 17503 27827
18592 12637 10629
10370 9247 20864
24612 4666 18344
7500 1324 24551
4414 15916 15327
9857 11269 21238
29370 17732 5894
24966 10269 258
19320 25997 29534
563 15415 28824
24185 15364 5660
25705 8583 13755
4127 6570 12659
28681 25684 26829
2823 11807 7242
29429 2101 11250
7044 23378 17878
15629 16627 26868
2847 19563 13186
17723 28510 4118
20677 27239 1643
27000 12834 1168
24670 29527 4020
28411 19372 23587
5342 12434 29296
21673 18733 26722
12540 28757 27233
8463 14681 1162
11081 4885 3234
9717 11206 29476
14294 11431 26678
5108 15776 3695
26411 6347 17476
23995 5492 6441
7022 16762 1794
10077 18160 6266
8582 857 21912
19845 20329 21306
2078 4592 26527
6389 23440 16048
8487 19339 26725
549 6225 14359
27653 14456 2027
19808 6182 8211
17730 6477 17627
27488 13724 5431
21695 23522 9584
11951 17149 3105
3148 24273 4170
23379 7814 20762
3856 846 28208
21028 20763 9204
7622 22363 6986
3476 19594 15434
29476 13565 10446
21944 27803 19157
29513 9058 8175
25718 7133 20624
27629 8745 25341
25732 4227 10033
18900 10130 21019
4445 5994 4293
28835 2988 9915
11814 15388 10072
28642 10973 12082
2765 26998 6551
26362 11559 926
4061 7618 10038
12558 6654 10127
4128 15356 9500
9601 736 8159
8913 26160 21180
9660 3476 6291
23574 3490 18377
29248 3713 8407
29670 598 29617
20935 28744 24003
17992 10383 5180
28413 22194 17636
1166 13329 17397
5665 18258 15248
13778 15302 4072
7193 419 29346
6549 3540 5086
14467 12881 1515
20582 25009 15438
14616 27539 14673
1654 23078 27517
17640 22610 22091
74 23122 16138
21147 11025 13493
14278 12730 24221
8578 20672 23525
18438 16137 20935
28306 16607 11922
16191 28684 13231
27768 3809 14937
21234 14197 2534
9102 3925 19485
20110 3814 12107
14118 5933 16500
18286 12894 26899
1177 4115 28621
11317 9672 21191
17585 22022 7320
15753 5391 3496
14374 23754 17725
29782 14337 29660
6706 26898 25543
12458 18633 505
23813 10163 18927
25458 1156 18595
28444 8822 20815
22964 11306 540
4377 15220 25267
13399 1624 14573
18310 20664 12402
8637 10630 3356
20901 19690 5504
15760 24675 15596
16084 26964 29422
11703 13003 11545
20828 15442 28139
1156 27324 5708
16409 27592 28435
4450 21604 29901
18908 18256 8249
10768 28305 7134
16718 26993 18306
15816 29184 26923
5024 15828 10102
18372 8453 9214
29626 12773 24775
21120 4958 1150
84 2682 10096
28702 4299 17462
9006 1782 1177
3926 5586 27966
10565 10268 3384
18427 6871 1338
5972 14803 25641
25746 3817 16642
7744 6919 26263
21781 18958 28591
6289 26873 11483
3734 21469 26771
4045 28275 9544
4887 7139 25446
9216 10795 21704
21456 11459 23381
27342 1716 1961
4279 29063 24453
2831 27948 25180
26962 25286 12479
936 13829 12031
3828 12672 28419
167 530 12986
20888 26744 29227
18911 27011 4171
23915 6597 944
7200 2535 4314
5099 27225 22532
7830 8690 4369
18470 9892 7806
7553 3078 19410
644 8267 28410
7686 21131 13379
26941 18941 5587
3731 17940 3919
10080 5167 14191
8797 15020 8173
9072 21180 13498
1167 19761 27002
15512 13063 27325
14955 13945 17593
719 23962 25736
18011 16815 8991
21665 9522 3096
16430 2714 24641
7897 14933 28856
18062 15333 29231
15220 14538 15062
8917 6289 14740
14888 17217 24717
26933 3912 9875
28535 15784 26423
23849 21012 11694
29162 22430 19379
27350 3239 6625
19408 193 2595
13219 26246 4506
7399 19764 29320
25799 21757 10800
16941 18865 28233
4913 1136 28879
572 29994 11464
24 19588 18071
19074 28505 11429
21739 17388 4274
7003 2465 16993
5610 3356 941
14224 6013 26821
25093 14754 27695
7188 27247 14663
4031 5220 17804
24381 25232 18243
11202 25121 17798
8610 11718 887
10248 15714 24300
25567 8763 24605
13492 3242 10264
22148 28472 233
10801 25994 16521
8367 5897 16789
18175 10876 26126
6325 26099 24157
40 10358 13861
25214 20601 23038
19710 19641 21165
3980 21259 3897
14548 8565 25990
17990 16278 26969
11285 11011 27215
25497 25816 11807
1280 2675 20047
19206 15264 18708
22047 10654 6504
3717 3775 20398
977 26219 22332
10975 1893 21918
12857 24110 17621
15046 24741 7336
5599 20838 10727
19759 22515 16728
21066 25997 7836
25464 22903 19617
1381 4508 16516
22880 3855 2758
15050 29434 7506
24596 4435 23117
23954 11741 471
26324 853 20710
4615 5722 1162
27068 25328 11846
1003 9051 5782
8166 15677 4677
14739 3467 19389
17027 17401 196
4606 20707 3414
22958 24147 25481
6450 17917 16094
6487 29917 4834
12573 8528 11705
14576 11044 19420
21834 15871 28712
21224 27533 5567
20426 1209 2
8497 12546 24451
21439 7598 24239
13519 6748 18792
10272 26134 5240
202 20387 16655
28429 12226 15883
27490 26248 7204
18519 9467 29074
21387 12449 3280
25674 25499 2620
6184 4819 19332
2557 14337 10614
6775 15672 11396
29341 10363 498
20577 21114 15042
24512 15810 14186
461 19334 3600
12502 5968 14671
9425 24886 19441
6475 29614 22618
2129 5748 1162
647 5870 25374
14033 16934 28199
28669 7854 4670
11561 26326 28621
25894 25478 23133
29928 9382 5118
10038 14761 27536
4593 20868 7093
7969 21711 6427
16665 13071 9394
18164 16549 25657
13092 7836 12376
15042 28128 1564
12006 25357 29510
8818 5258 5271
18943 8390 17750
4446 17368 19223
9186 21543 7751
3778 10851 4088
24756 15358 7423
8178 24750 22589
6992 24758 19690
18716 2276 1034
2042 24816 20667
29616 9749 11841
28158 3141 18897
20903 29902 24264
10470 3282 6489
95 2157 18020
3650 5333 22827
25419 19612 27596
6921 4845 25690
21227 10625 14417
22975 19822 6364
24827 3376 15898
6687 19544 13662
21711 6001 26302
4414 27722 4625
23357 20738 6256
27350 3254 28938
27759 4022 10661
11186 21036 587
24896 28767 8084
8862 24504 16343
10492 2843 16895
13776 4950 14787
20131 16642 4322
21750 21850 7591
4055 8772 3836
26300 26262 3883
15948 23 20981
24178 17426 25252
3953 26865 22613
14378 23899 8759
10950 1075 17581
15611 21033 12244
695 17305 17866
24454 2774 2909
23236 2413 6184
26149 11132 9809
17309 19650 25038
27002 21456 6562
